,Job,Plan,CPU time,Time,Sum,CPU unit,Time unit
HM,Job9v1,0.txt,5139,5146,10285, ms,ms.
HM,Job9v1,1.txt,-1,-1,-1,ms,ms
HM,Job9v1,2.txt,-1,-1,-1,ms,ms
HM,Job9v1,3.txt,92624,92732,185356, ms,ms.
HM,Job9v1,4.txt,-1,-1,-1,ms,ms
HM,Job9v1,5.txt,21078,21261,42339, ms,ms.
HM,Job9v1,6.txt,-1,-1,-1,ms,ms
HM,Job9v1,7.txt,11538,11557,23095, ms,ms.
HM,Job9v1,8.txt,98176,98313,196489, ms,ms.
HM,Job9v1,9.txt,25655,25688,51343, ms,ms.
HM,Job9v1,10.txt,100128,100239,200367, ms,ms.
HM,Job9v1,11.txt,-1,-1,-1,ms,ms
HM,Job9v1,12.txt,-1,-1,-1,ms,ms
HM,Job9v1,13.txt,11049,11067,22116, ms,ms.
HM,Job9v1,14.txt,12768,12778,25546, ms,ms.
HM,Job9v1,15.txt,10652,10660,21312, ms,ms.
HM,Job9v1,16.txt,12528,12536,25064, ms,ms.
HM,Job9v1,17.txt,9247,9251,18498, ms,ms.
HM,Job9v1,18.txt,25533,25547,51080, ms,ms.
HM,Job9v1,19.txt,-1,-1,-1,ms,ms
HM,Job1017v1,0.txt,53223,70388,123611, ms,ms.
HM,Job1017v1,1.txt,143115,160450,303565, ms,ms.
HM,Job1017v1,2.txt,-1,-1,-1,ms,ms
HM,Job1017v1,3.txt,55931,73653,129584, ms,ms.
HM,Job1017v1,4.txt,41298,58774,100072, ms,ms.
HM,Job1017v1,5.txt,113824,131140,244964, ms,ms.
HM,Job1017v1,6.txt,40598,57633,98231, ms,ms.
HM,Job1017v1,7.txt,112889,130548,243437, ms,ms.
HM,Job1017v1,8.txt,57570,74879,132449, ms,ms.
HM,Job1017v1,9.txt,114840,132471,247311, ms,ms.
HM,Job1017v1,10.txt,-1,-1,-1,ms,ms
HM,Job1017v1,11.txt,55439,72344,127783, ms,ms.
HM,Job1017v1,12.txt,58668,76225,134893, ms,ms.
HM,Job1017v1,13.txt,41783,59736,101519, ms,ms.
HM,Job1017v1,14.txt,97364,115203,212567, ms,ms.
HM,Job1017v1,15.txt,40502,58039,98541, ms,ms.
HM,Job1017v1,16.txt,40899,58388,99287, ms,ms.
HM,Job1017v1,17.txt,-1,-1,-1,ms,ms
HM,Job1017v1,18.txt,50991,68123,119114, ms,ms.
HM,Job1017v1,19.txt,-1,-1,-1,ms,ms
HM,Job76v0,0.txt,5497,6519,12016, ms,ms.
HM,Job76v0,1.txt,-1,-1,-1,ms,ms
HM,Job76v0,2.txt,-1,-1,-1,ms,ms
HM,Job76v0,3.txt,18455,19037,37492, ms,ms.
HM,Job76v0,4.txt,-1,-1,-1,ms,ms
HM,Job76v0,5.txt,28687,29026,57713, ms,ms.
HM,Job76v0,6.txt,26661,27014,53675, ms,ms.
HM,Job76v0,7.txt,13531,14080,27611, ms,ms.
HM,Job76v0,8.txt,-1,-1,-1,ms,ms
HM,Job76v0,9.txt,14326,14795,29121, ms,ms.
HM,Job76v0,10.txt,-1,-1,-1,ms,ms
HM,Job76v0,11.txt,-1,-1,-1,ms,ms
HM,Job76v0,12.txt,-1,-1,-1,ms,ms
HM,Job76v0,13.txt,-1,-1,-1,ms,ms
HM,Job76v0,14.txt,22370,22674,45044, ms,ms.
HM,Job76v0,15.txt,-1,-1,-1,ms,ms
HM,Job76v0,16.txt,-1,-1,-1,ms,ms
HM,Job76v0,17.txt,-1,-1,-1,ms,ms
HM,Job76v0,18.txt,15518,15825,31343, ms,ms.
HM,Job76v0,19.txt,23578,23925,47503, ms,ms.
HM,Job59v3,0.txt,6999,7002,14001, ms,ms.
HM,Job59v3,1.txt,744,768,1512, ms,ms.
HM,Job59v3,2.txt,-1,-1,-1,ms,ms
HM,Job59v3,3.txt,3269,3272,6541, ms,ms.
HM,Job59v3,4.txt,2939,2943,5882, ms,ms.
HM,Job59v3,5.txt,2162,2165,4327, ms,ms.
HM,Job59v3,6.txt,2812,2817,5629, ms,ms.
HM,Job59v3,7.txt,-1,-1,-1,ms,ms
HM,Job59v3,8.txt,54345,54375,108720, ms,ms.
HM,Job59v3,9.txt,2288,2292,4580, ms,ms.
HM,Job59v3,10.txt,4817,4818,9635, ms,ms.
HM,Job59v3,11.txt,2634,2636,5270, ms,ms.
HM,Job59v3,12.txt,4955,4957,9912, ms,ms.
HM,Job59v3,13.txt,-1,-1,-1,ms,ms
HM,Job59v3,14.txt,5433,5437,10870, ms,ms.
HM,Job59v3,15.txt,4570,4571,9141, ms,ms.
HM,Job59v3,16.txt,4603,4610,9213, ms,ms.
HM,Job59v3,17.txt,5074,5084,10158, ms,ms.
HM,Job59v3,18.txt,6156,6158,12314, ms,ms.
HM,Job59v3,19.txt,3453,3455,6908, ms,ms.
HM,Job1236v1,0.txt,-1,-1,-1,ms,ms
HM,Job1236v1,1.txt,-1,-1,-1,ms,ms
HM,Job1236v1,2.txt,-1,-1,-1,ms,ms
HM,Job1236v1,3.txt,-1,-1,-1,ms,ms
HM,Job1236v1,4.txt,-1,-1,-1,ms,ms
HM,Job1236v1,5.txt,-1,-1,-1,ms,ms
HM,Job1236v1,6.txt,-1,-1,-1,ms,ms
HM,Job1236v1,7.txt,-1,-1,-1,ms,ms
HM,Job1236v1,8.txt,-1,-1,-1,ms,ms
HM,Job1236v1,9.txt,-1,-1,-1,ms,ms
HM,Job1236v1,10.txt,-1,-1,-1,ms,ms
HM,Job1236v1,11.txt,-1,-1,-1,ms,ms
HM,Job1236v1,12.txt,-1,-1,-1,ms,ms
HM,Job1236v1,13.txt,-1,-1,-1,ms,ms
HM,Job1236v1,14.txt,-1,-1,-1,ms,ms
HM,Job1236v1,15.txt,-1,-1,-1,ms,ms
HM,Job1236v1,16.txt,-1,-1,-1,ms,ms
HM,Job1236v1,17.txt,73391,73478,146869, ms,ms.
HM,Job1236v1,18.txt,-1,-1,-1,ms,ms
HM,Job1236v1,19.txt,291903,292075,583978, ms,ms.
HM,Job1078v2,0.txt,-1,-1,-1,ms,ms
HM,Job1078v2,1.txt,-1,-1,-1,ms,ms
HM,Job1078v2,2.txt,19192,19516,38708, ms,ms.
HM,Job1078v2,3.txt,11574,12066,23640, ms,ms.
HM,Job1078v2,4.txt,10031,10360,20391, ms,ms.
HM,Job1078v2,5.txt,-1,-1,-1,ms,ms
HM,Job1078v2,6.txt,22481,22955,45436, ms,ms.
HM,Job1078v2,7.txt,-1,-1,-1,ms,ms
HM,Job1078v2,8.txt,-1,-1,-1,ms,ms
HM,Job1078v2,9.txt,72176,76014,148190, ms,ms.
HM,Job1078v2,10.txt,-1,-1,-1,ms,ms
HM,Job1078v2,11.txt,18296,18593,36889, ms,ms.
HM,Job1078v2,12.txt,44589,44875,89464, ms,ms.
HM,Job1078v2,13.txt,39664,39967,79631, ms,ms.
HM,Job1078v2,14.txt,86790,89962,176752, ms,ms.
HM,Job1078v2,15.txt,9385,9697,19082, ms,ms.
HM,Job1078v2,16.txt,81346,84213,165559, ms,ms.
HM,Job1078v2,17.txt,5821,6118,11939, ms,ms.
HM,Job1078v2,18.txt,14378,14726,29104, ms,ms.
HM,Job1078v2,19.txt,67759,70198,137957, ms,ms.
