,Job,Plan,CPU time,Time,Sum,CPU unit,Time unit
HM,Job46v1,4.txt,799,799,1598, ms,ms.
HM,Job46v1,5.txt,121,121,242, ms,ms.
HM,Job46v1,6.txt,1269,1270,2539, ms,ms.
HM,Job46v1,7.txt,-1,-1,-1,ms,ms
HM,Job46v1,8.txt,325,330,655, ms,ms.
HM,Job46v1,9.txt,82,82,164, ms,ms.
HM,Job46v1,10.txt,1652,1652,3304, ms,ms.
HM,Job46v1,11.txt,-1,-1,-1,ms,ms
HM,Job1011v4,0.txt,-1,-1,-1,ms,ms
HM,Job1011v4,1.txt,-1,-1,-1,ms,ms
HM,Job1011v4,2.txt,-1,-1,-1,ms,ms
HM,Job1011v4,3.txt,123901,128105,252006, ms,ms.
HM,Job1011v4,4.txt,-1,-1,-1,ms,ms
HM,Job1011v4,5.txt,-1,-1,-1,ms,ms
HM,Job1011v4,6.txt,-1,-1,-1,ms,ms
HM,Job1011v4,7.txt,-1,-1,-1,ms,ms
HM,Job1011v4,8.txt,-1,-1,-1,ms,ms
HM,Job1011v4,9.txt,-1,-1,-1,ms,ms
HM,Job1011v4,10.txt,-1,-1,-1,ms,ms
HM,Job1011v4,11.txt,62743,64525,127268, ms,ms.
HM,Job1011v4,12.txt,107905,112291,220196, ms,ms.
HM,Job1011v4,13.txt,-1,-1,-1,ms,ms
HM,Job1011v4,14.txt,37729,40000,77729, ms,ms.
HM,Job1011v4,15.txt,103104,109485,212589, ms,ms.
HM,Job1011v4,16.txt,-1,-1,-1,ms,ms
HM,Job1011v4,17.txt,122097,124383,246480, ms,ms.
HM,Job1011v4,18.txt,-1,-1,-1,ms,ms
HM,Job1011v4,19.txt,71334,73396,144730, ms,ms.
HM,Job76v3,0.txt,43757,44784,88541, ms,ms.
HM,Job76v3,1.txt,85117,91008,176125, ms,ms.
HM,Job76v3,2.txt,-1,-1,-1,ms,ms
HM,Job76v3,3.txt,-1,-1,-1,ms,ms
HM,Job76v3,4.txt,109954,116394,226348, ms,ms.
HM,Job76v3,5.txt,109567,115971,225538, ms,ms.
HM,Job76v3,6.txt,135547,142080,277627, ms,ms.
HM,Job76v3,7.txt,-1,-1,-1,ms,ms
HM,Job76v3,8.txt,44244,45198,89442, ms,ms.
HM,Job76v3,9.txt,109567,116689,226256, ms,ms.
HM,Job76v3,10.txt,-1,-1,-1,ms,ms
HM,Job76v3,11.txt,50694,52730,103424, ms,ms.
HM,Job76v3,12.txt,-1,-1,-1,ms,ms
HM,Job76v3,13.txt,-1,-1,-1,ms,ms
HM,Job76v3,14.txt,85132,92275,177407, ms,ms.
HM,Job76v3,15.txt,86553,92974,179527, ms,ms.
HM,Job76v3,16.txt,-1,-1,-1,ms,ms
HM,Job76v3,17.txt,-1,-1,-1,ms,ms
HM,Job76v3,18.txt,-1,-1,-1,ms,ms
HM,Job76v3,19.txt,26202,28056,54258, ms,ms.
HM,Job76v4,0.txt,-1,-1,-1,ms,ms
HM,Job76v4,1.txt,-1,-1,-1,ms,ms
HM,Job76v4,2.txt,-1,-1,-1,ms,ms
HM,Job76v4,3.txt,60768,60778,121546, ms,ms.
HM,Job76v4,4.txt,2854,2858,5712, ms,ms.
HM,Job76v4,5.txt,63897,65807,129704, ms,ms.
HM,Job76v4,6.txt,26816,26819,53635, ms,ms.
HM,Job76v4,7.txt,28556,28561,57117, ms,ms.
HM,Job76v4,8.txt,-1,-1,-1,ms,ms
HM,Job76v4,9.txt,24241,24245,48486, ms,ms.
HM,Job76v4,10.txt,29678,29682,59360, ms,ms.
HM,Job76v4,11.txt,-1,-1,-1,ms,ms
HM,Job76v4,12.txt,3167,3172,6339, ms,ms.
HM,Job76v4,13.txt,13165,14040,27205, ms,ms.
HM,Job76v4,14.txt,-1,-1,-1,ms,ms
HM,Job76v4,15.txt,-1,-1,-1,ms,ms
HM,Job76v4,16.txt,67246,67273,134519, ms,ms.
HM,Job76v4,17.txt,-1,-1,-1,ms,ms
HM,Job76v4,18.txt,31478,31483,62961, ms,ms.
HM,Job76v4,19.txt,-1,-1,-1,ms,ms
HM,Job38v2,0.txt,11479,11897,23376, ms,ms.
HM,Job38v2,1.txt,-1,-1,-1,ms,ms
HM,Job38v2,2.txt,-1,-1,-1,ms,ms
HM,Job38v2,3.txt,-1,-1,-1,ms,ms
HM,Job38v2,4.txt,17365,18184,35549, ms,ms.
HM,Job38v2,5.txt,-1,-1,-1,ms,ms
HM,Job38v2,6.txt,9136,9173,18309, ms,ms.
HM,Job38v2,7.txt,-1,-1,-1,ms,ms
HM,Job38v2,8.txt,-1,-1,-1,ms,ms
HM,Job38v2,9.txt,-1,-1,-1,ms,ms
HM,Job38v2,10.txt,-1,-1,-1,ms,ms
HM,Job38v2,11.txt,23916,24076,47992, ms,ms.
HM,Job38v2,12.txt,21946,22132,44078, ms,ms.
HM,Job38v2,13.txt,-1,-1,-1,ms,ms
HM,Job38v2,14.txt,18241,18416,36657, ms,ms.
HM,Job38v2,15.txt,-1,-1,-1,ms,ms
HM,Job38v2,16.txt,-1,-1,-1,ms,ms
HM,Job38v2,17.txt,-1,-1,-1,ms,ms
HM,Job38v2,18.txt,17853,18038,35891, ms,ms.
HM,Job38v2,19.txt,-1,-1,-1,ms,ms
HM,Job76v2,0.txt,30,29,59, ms,ms.
HM,Job76v2,1.txt,276,275,551, ms,ms.
HM,Job76v2,2.txt,297,297,594, ms,ms.
HM,Job76v2,3.txt,759,758,1517, ms,ms.
HM,Job76v2,4.txt,734,734,1468, ms,ms.
HM,Job76v2,5.txt,104,103,207, ms,ms.
HM,Job76v2,6.txt,438,438,876, ms,ms.
HM,Job76v2,7.txt,30,30,60, ms,ms.
HM,Job76v2,8.txt,297,297,594, ms,ms.
HM,Job76v2,9.txt,550,550,1100, ms,ms.
HM,Job76v2,10.txt,302,301,603, ms,ms.
HM,Job76v2,11.txt,988,987,1975, ms,ms.
HM,Job76v2,12.txt,599,599,1198, ms,ms.
HM,Job76v2,13.txt,23,22,45, ms,ms.
HM,Job76v2,14.txt,489,488,977, ms,ms.
HM,Job76v2,15.txt,21,20,41, ms,ms.
HM,Job76v2,16.txt,343,342,685, ms,ms.
HM,Job76v2,17.txt,290,290,580, ms,ms.
HM,Job76v2,18.txt,338,338,676, ms,ms.
HM,Job76v2,19.txt,103,103,206, ms,ms.
HM,Job63v3,0.txt,674,675,1349, ms,ms.
HM,Job63v3,1.txt,87,86,173, ms,ms.
HM,Job63v3,2.txt,11,10,21, ms,ms.
HM,Job63v3,3.txt,29,29,58, ms,ms.
HM,Job63v3,4.txt,19,19,38, ms,ms.
HM,Job63v3,5.txt,12,12,24, ms,ms.
HM,Job63v3,6.txt,3,3,6, ms,ms.
HM,Job63v3,7.txt,19,19,38, ms,ms.
HM,Job63v3,8.txt,23,22,45, ms,ms.
HM,Job63v3,9.txt,2,2,4, ms,ms.
HM,Job63v3,10.txt,14,13,27, ms,ms.
HM,Job63v3,11.txt,8,8,16, ms,ms.
HM,Job63v3,12.txt,3,3,6, ms,ms.
HM,Job63v3,13.txt,27,26,53, ms,ms.
HM,Job63v3,14.txt,36,35,71, ms,ms.
HM,Job63v3,15.txt,18,18,36, ms,ms.
HM,Job63v3,16.txt,8,8,16, ms,ms.
HM,Job63v3,17.txt,35,34,69, ms,ms.
HM,Job63v3,18.txt,18,18,36, ms,ms.
HM,Job63v3,19.txt,656,656,1312, ms,ms.
HM,Job37v0,0.txt,-1,-1,-1,ms,ms
HM,Job37v0,1.txt,3778,3787,7565, ms,ms.
HM,Job37v0,2.txt,2502,2504,5006, ms,ms.
HM,Job37v0,3.txt,12527,12632,25159, ms,ms.
HM,Job37v0,4.txt,6918,6923,13841, ms,ms.
HM,Job37v0,5.txt,-1,-1,-1,ms,ms
HM,Job37v0,6.txt,-1,-1,-1,ms,ms
HM,Job37v0,7.txt,15714,16014,31728, ms,ms.
HM,Job37v0,8.txt,-1,-1,-1,ms,ms
HM,Job37v0,9.txt,-1,-1,-1,ms,ms
HM,Job37v0,10.txt,8059,8061,16120, ms,ms.
HM,Job37v0,11.txt,-1,-1,-1,ms,ms
HM,Job37v0,12.txt,-1,-1,-1,ms,ms
HM,Job37v0,13.txt,15169,15281,30450, ms,ms.
HM,Job37v0,14.txt,25830,26176,52006, ms,ms.
HM,Job37v0,15.txt,-1,-1,-1,ms,ms
HM,Job37v0,16.txt,4223,4230,8453, ms,ms.
HM,Job37v0,17.txt,16414,16442,32856, ms,ms.
HM,Job37v0,18.txt,-1,-1,-1,ms,ms
HM,Job37v0,19.txt,-1,-1,-1,ms,ms
HM,Job1078v2,0.txt,-1,-1,-1,ms,ms
HM,Job1078v2,1.txt,-1,-1,-1,ms,ms
HM,Job1078v2,2.txt,15276,15452,30728, ms,ms.
HM,Job1078v2,3.txt,9493,9658,19151, ms,ms.
HM,Job1078v2,4.txt,8197,8341,16538, ms,ms.
HM,Job1078v2,5.txt,-1,-1,-1,ms,ms
HM,Job1078v2,6.txt,14974,15308,30282, ms,ms.
HM,Job1078v2,7.txt,-1,-1,-1,ms,ms
HM,Job1078v2,8.txt,-1,-1,-1,ms,ms
HM,Job1078v2,9.txt,57141,58892,116033, ms,ms.
HM,Job1078v2,10.txt,-1,-1,-1,ms,ms
HM,Job1078v2,11.txt,14463,14587,29050, ms,ms.
HM,Job1078v2,12.txt,36143,36401,72544, ms,ms.
HM,Job1078v2,13.txt,30403,30824,61227, ms,ms.
HM,Job1078v2,14.txt,70103,72452,142555, ms,ms.
HM,Job1078v2,15.txt,7844,7999,15843, ms,ms.
HM,Job1078v2,16.txt,65268,66983,132251, ms,ms.
HM,Job1078v2,17.txt,4451,4555,9006, ms,ms.
HM,Job1078v2,18.txt,11920,12089,24009, ms,ms.
HM,Job1078v2,19.txt,55595,56777,112372, ms,ms.
HM,Job74v2,0.txt,5307,5348,10655, ms,ms.
HM,Job74v2,1.txt,1655,1725,3380, ms,ms.
HM,Job74v2,2.txt,21237,21288,42525, ms,ms.
HM,Job74v2,3.txt,14064,14103,28167, ms,ms.
HM,Job74v2,4.txt,-1,-1,-1,ms,ms
HM,Job74v2,5.txt,1546,1596,3142, ms,ms.
HM,Job74v2,6.txt,11727,11777,23504, ms,ms.
HM,Job74v2,7.txt,11577,11625,23202, ms,ms.
HM,Job74v2,8.txt,3077,3105,6182, ms,ms.
HM,Job74v2,9.txt,-1,-1,-1,ms,ms
HM,Job74v2,10.txt,15243,15279,30522, ms,ms.
HM,Job74v2,11.txt,11494,11543,23037, ms,ms.
HM,Job58v2,0.txt,-1,-1,-1,ms,ms
HM,Job58v2,1.txt,-1,-1,-1,ms,ms
HM,Job58v2,2.txt,-1,-1,-1,ms,ms
HM,Job58v2,3.txt,56988,60027,117015, ms,ms.
HM,Job58v2,4.txt,-1,-1,-1,ms,ms
HM,Job58v2,5.txt,40948,43410,84358, ms,ms.
HM,Job58v2,6.txt,28457,31355,59812, ms,ms.
HM,Job58v2,7.txt,59698,62775,122473, ms,ms.
HM,Job58v2,8.txt,41798,43090,84888, ms,ms.
HM,Job58v2,9.txt,44428,47969,92397, ms,ms.
HM,Job58v2,10.txt,18862,20372,39234, ms,ms.
HM,Job58v2,11.txt,-1,-1,-1,ms,ms
HM,Job58v2,12.txt,35236,36969,72205, ms,ms.
HM,Job58v2,13.txt,33967,35511,69478, ms,ms.
HM,Job58v2,14.txt,44664,48533,93197, ms,ms.
HM,Job58v2,15.txt,-1,-1,-1,ms,ms
HM,Job58v2,16.txt,-1,-1,-1,ms,ms
HM,Job58v2,17.txt,-1,-1,-1,ms,ms
HM,Job58v2,18.txt,-1,-1,-1,ms,ms
HM,Job58v2,19.txt,-1,-1,-1,ms,ms
HM,Job285v4,0.txt,-1,-1,-1,ms,ms
HM,Job285v4,1.txt,-1,-1,-1,ms,ms
HM,Job285v4,2.txt,15082,15138,30220, ms,ms.
HM,Job285v4,3.txt,-1,-1,-1,ms,ms
HM,Job285v4,4.txt,-1,-1,-1,ms,ms
HM,Job285v4,5.txt,-1,-1,-1,ms,ms
HM,Job285v4,6.txt,-1,-1,-1,ms,ms
HM,Job285v4,7.txt,24386,24878,49264, ms,ms.
HM,Job285v4,8.txt,-1,-1,-1,ms,ms
HM,Job285v4,9.txt,-1,-1,-1,ms,ms
HM,Job285v4,10.txt,-1,-1,-1,ms,ms
HM,Job285v4,11.txt,-1,-1,-1,ms,ms
HM,Job285v4,12.txt,-1,-1,-1,ms,ms
HM,Job285v4,13.txt,6041,6110,12151, ms,ms.
HM,Job285v4,14.txt,51542,53599,105141, ms,ms.
HM,Job285v4,15.txt,-1,-1,-1,ms,ms
HM,Job285v4,16.txt,154408,156678,311086, ms,ms.
HM,Job285v4,17.txt,-1,-1,-1,ms,ms
HM,Job285v4,18.txt,-1,-1,-1,ms,ms
HM,Job285v4,19.txt,12704,13662,26366, ms,ms.
HM,Job6v2,0.txt,47232,53614,100846, ms,ms.
HM,Job6v2,1.txt,-1,-1,-1,ms,ms
HM,Job6v2,2.txt,52993,58061,111054, ms,ms.
HM,Job6v2,3.txt,-1,-1,-1,ms,ms
HM,Job6v2,4.txt,-1,-1,-1,ms,ms
HM,Job6v2,5.txt,-1,-1,-1,ms,ms
HM,Job6v2,6.txt,47501,53599,101100, ms,ms.
HM,Job6v2,7.txt,24826,27161,51987, ms,ms.
HM,Job6v2,8.txt,-1,-1,-1,ms,ms
HM,Job6v2,9.txt,-1,-1,-1,ms,ms
HM,Job6v2,10.txt,36083,38380,74463, ms,ms.
HM,Job6v2,11.txt,125251,136486,261737, ms,ms.
HM,Job6v2,12.txt,-1,-1,-1,ms,ms
HM,Job6v2,13.txt,-1,-1,-1,ms,ms
HM,Job6v2,14.txt,-1,-1,-1,ms,ms
HM,Job6v2,15.txt,58055,66764,124819, ms,ms.
HM,Job6v2,16.txt,-1,-1,-1,ms,ms
HM,Job6v2,17.txt,-1,-1,-1,ms,ms
HM,Job6v2,18.txt,-1,-1,-1,ms,ms
HM,Job6v2,19.txt,-1,-1,-1,ms,ms
HM,Job1325v0,0.txt,28025,28725,56750, ms,ms.
HM,Job1325v0,1.txt,43309,44415,87724, ms,ms.
HM,Job1325v0,2.txt,-1,-1,-1,ms,ms
HM,Job1325v0,3.txt,46058,47270,93328, ms,ms.
HM,Job1325v0,4.txt,-1,-1,-1,ms,ms
HM,Job1325v0,5.txt,-1,-1,-1,ms,ms
HM,Job1325v0,6.txt,-1,-1,-1,ms,ms
HM,Job1325v0,7.txt,26135,26584,52719, ms,ms.
HM,Job1325v0,8.txt,27845,28503,56348, ms,ms.
HM,Job1325v0,9.txt,-1,-1,-1,ms,ms
HM,Job1325v0,10.txt,-1,-1,-1,ms,ms
HM,Job1325v0,11.txt,-1,-1,-1,ms,ms
HM,Job1325v0,12.txt,61974,63486,125460, ms,ms.
HM,Job1325v0,13.txt,-1,-1,-1,ms,ms
HM,Job1325v0,14.txt,-1,-1,-1,ms,ms
HM,Job1325v0,15.txt,-1,-1,-1,ms,ms
HM,Job1325v0,16.txt,-1,-1,-1,ms,ms
HM,Job1325v0,17.txt,-1,-1,-1,ms,ms
HM,Job1325v0,18.txt,-1,-1,-1,ms,ms
HM,Job1325v0,19.txt,-1,-1,-1,ms,ms
HM,Job1006v0,0.txt,-1,-1,-1,ms,ms
HM,Job1006v0,1.txt,12317,12377,24694, ms,ms.
HM,Job1006v0,2.txt,-1,-1,-1,ms,ms
HM,Job1006v0,3.txt,-1,-1,-1,ms,ms
HM,Job1006v0,4.txt,13688,13723,27411, ms,ms.
HM,Job1006v0,5.txt,-1,-1,-1,ms,ms
HM,Job1006v0,6.txt,-1,-1,-1,ms,ms
HM,Job1006v0,7.txt,14299,14303,28602, ms,ms.
HM,Job1006v0,8.txt,6896,6898,13794, ms,ms.
HM,Job1006v0,9.txt,5492,5491,10983, ms,ms.
HM,Job1006v0,10.txt,5868,5870,11738, ms,ms.
HM,Job1006v0,11.txt,-1,-1,-1,ms,ms
HM,Job1006v0,12.txt,-1,-1,-1,ms,ms
HM,Job1006v0,13.txt,-1,-1,-1,ms,ms
HM,Job1006v0,14.txt,-1,-1,-1,ms,ms
HM,Job1006v0,15.txt,7630,7630,15260, ms,ms.
HM,Job1006v0,16.txt,-1,-1,-1,ms,ms
HM,Job1006v0,17.txt,-1,-1,-1,ms,ms
HM,Job1006v0,18.txt,-1,-1,-1,ms,ms
HM,Job1006v0,19.txt,-1,-1,-1,ms,ms
HM,Job74v0,0.txt,218,218,436, ms,ms.
HM,Job74v0,1.txt,138,138,276, ms,ms.
HM,Job74v0,2.txt,324,324,648, ms,ms.
HM,Job74v0,3.txt,31,30,61, ms,ms.
HM,Job74v0,4.txt,486,485,971, ms,ms.
HM,Job74v0,5.txt,130,132,262, ms,ms.
HM,Job74v0,6.txt,24,23,47, ms,ms.
HM,Job74v0,7.txt,594,595,1189, ms,ms.
HM,Job74v0,8.txt,344,343,687, ms,ms.
HM,Job74v0,9.txt,114,114,228, ms,ms.
HM,Job74v0,10.txt,218,218,436, ms,ms.
HM,Job74v0,11.txt,462,462,924, ms,ms.
HM,Job68v4,0.txt,2063,2094,4157, ms,ms.
HM,Job68v4,1.txt,78008,78028,156036, ms,ms.
HM,Job68v4,2.txt,67833,67849,135682, ms,ms.
HM,Job68v4,3.txt,42904,44802,87706, ms,ms.
HM,Job68v4,4.txt,28154,28206,56360, ms,ms.
HM,Job68v4,5.txt,2594,2602,5196, ms,ms.
HM,Job68v4,6.txt,-1,-1,-1,ms,ms
HM,Job68v4,7.txt,9833,9845,19678, ms,ms.
HM,Job68v4,8.txt,25330,26139,51469, ms,ms.
HM,Job68v4,9.txt,9385,9391,18776, ms,ms.
HM,Job68v4,10.txt,28378,28420,56798, ms,ms.
HM,Job68v4,11.txt,-1,-1,-1,ms,ms
HM,Job68v4,12.txt,-1,-1,-1,ms,ms
HM,Job68v4,13.txt,21257,21260,42517, ms,ms.
HM,Job68v4,14.txt,-1,-1,-1,ms,ms
HM,Job68v4,15.txt,33303,33350,66653, ms,ms.
HM,Job68v4,16.txt,28353,28401,56754, ms,ms.
HM,Job68v4,17.txt,1528,1531,3059, ms,ms.
HM,Job68v4,18.txt,9547,9561,19108, ms,ms.
HM,Job68v4,19.txt,-1,-1,-1,ms,ms
HM,Job78v4,0.txt,367,368,735, ms,ms.
HM,Job78v4,1.txt,354,355,709, ms,ms.
HM,Job78v4,2.txt,-1,-1,-1,ms,ms
HM,Job78v4,3.txt,354,355,709, ms,ms.
HM,Job78v4,4.txt,131,133,264, ms,ms.
HM,Job78v4,5.txt,597,607,1204, ms,ms.
HM,Job78v4,6.txt,-1,-1,-1,ms,ms
HM,Job78v4,7.txt,674,678,1352, ms,ms.
HM,Job78v4,8.txt,268,271,539, ms,ms.
HM,Job78v4,9.txt,885,890,1775, ms,ms.
HM,Job78v4,10.txt,-1,-1,-1,ms,ms
HM,Job78v4,11.txt,-1,-1,-1,ms,ms
HM,Job78v4,12.txt,-1,-1,-1,ms,ms
HM,Job78v4,13.txt,2783,2786,5569, ms,ms.
HM,Job78v4,14.txt,2670,2671,5341, ms,ms.
HM,Job78v4,15.txt,2708,2709,5417, ms,ms.
HM,Job78v4,16.txt,-1,-1,-1,ms,ms
HM,Job78v4,17.txt,232,234,466, ms,ms.
HM,Job78v4,18.txt,-1,-1,-1,ms,ms
HM,Job78v4,19.txt,562,567,1129, ms,ms.
HM,Job1325v3,0.txt,-1,-1,-1,ms,ms
HM,Job1325v3,1.txt,-1,-1,-1,ms,ms
HM,Job1325v3,2.txt,-1,-1,-1,ms,ms
HM,Job1325v3,3.txt,-1,-1,-1,ms,ms
HM,Job1325v3,4.txt,-1,-1,-1,ms,ms
HM,Job1325v3,5.txt,-1,-1,-1,ms,ms
HM,Job1325v3,6.txt,-1,-1,-1,ms,ms
HM,Job1325v3,7.txt,-1,-1,-1,ms,ms
HM,Job1325v3,8.txt,-1,-1,-1,ms,ms
HM,Job1325v3,9.txt,-1,-1,-1,ms,ms
HM,Job1325v3,10.txt,-1,-1,-1,ms,ms
HM,Job1325v3,11.txt,-1,-1,-1,ms,ms
HM,Job1325v3,12.txt,178473,179105,357578, ms,ms.
HM,Job1325v3,13.txt,-1,-1,-1,ms,ms
HM,Job1325v3,14.txt,-1,-1,-1,ms,ms
HM,Job1325v3,15.txt,-1,-1,-1,ms,ms
HM,Job1325v3,16.txt,-1,-1,-1,ms,ms
HM,Job1325v3,17.txt,-1,-1,-1,ms,ms
HM,Job1325v3,18.txt,-1,-1,-1,ms,ms
HM,Job1325v3,19.txt,-1,-1,-1,ms,ms
HM,Job1041v4,0.txt,-1,-1,-1,ms,ms
HM,Job1041v4,1.txt,-1,-1,-1,ms,ms
HM,Job1041v4,2.txt,-1,-1,-1,ms,ms
HM,Job1041v4,3.txt,-1,-1,-1,ms,ms
HM,Job1041v4,4.txt,907976,908059,1816035, ms,ms.
HM,Job1041v4,5.txt,19914,20075,39989, ms,ms.
HM,Job1041v4,6.txt,1321,1323,2644, ms,ms.
HM,Job1041v4,7.txt,-1,-1,-1,ms,ms
HM,Job1041v4,8.txt,-1,-1,-1,ms,ms
HM,Job1041v4,9.txt,-1,-1,-1,ms,ms
HM,Job1041v4,10.txt,-1,-1,-1,ms,ms
HM,Job1041v4,11.txt,-1,-1,-1,ms,ms
HM,Job1041v4,12.txt,-1,-1,-1,ms,ms
HM,Job1041v4,13.txt,-1,-1,-1,ms,ms
HM,Job1041v4,14.txt,1876,1875,3751, ms,ms.
HM,Job1041v4,15.txt,19791,20146,39937, ms,ms.
HM,Job1041v4,16.txt,-1,-1,-1,ms,ms
HM,Job1041v4,17.txt,894359,894418,1788777, ms,ms.
HM,Job1041v4,18.txt,-1,-1,-1,ms,ms
HM,Job1041v4,19.txt,900847,900916,1801763, ms,ms.
HM,Job253v0,0.txt,-1,-1,-1,ms,ms
HM,Job253v0,1.txt,-1,-1,-1,ms,ms
HM,Job253v0,2.txt,-1,-1,-1,ms,ms
HM,Job253v0,3.txt,-1,-1,-1,ms,ms
HM,Job253v0,4.txt,-1,-1,-1,ms,ms
HM,Job253v0,5.txt,-1,-1,-1,ms,ms
HM,Job253v0,6.txt,-1,-1,-1,ms,ms
HM,Job253v0,7.txt,-1,-1,-1,ms,ms
HM,Job253v0,8.txt,-1,-1,-1,ms,ms
HM,Job253v0,9.txt,-1,-1,-1,ms,ms
HM,Job253v0,10.txt,-1,-1,-1,ms,ms
HM,Job253v0,11.txt,170841,185385,356226, ms,ms.
HM,Job253v0,12.txt,-1,-1,-1,ms,ms
HM,Job253v0,13.txt,-1,-1,-1,ms,ms
HM,Job253v0,14.txt,-1,-1,-1,ms,ms
HM,Job253v0,15.txt,78829,78944,157773, ms,ms.
HM,Job253v0,16.txt,-1,-1,-1,ms,ms
HM,Job253v0,17.txt,688861,689223,1378084, ms,ms.
HM,Job253v0,18.txt,110555,110621,221176, ms,ms.
HM,Job253v0,19.txt,-1,-1,-1,ms,ms
HM,Job253v1,0.txt,-1,-1,-1,ms,ms
HM,Job253v1,1.txt,58946,59667,118613, ms,ms.
HM,Job253v1,2.txt,-1,-1,-1,ms,ms
HM,Job253v1,3.txt,-1,-1,-1,ms,ms
HM,Job253v1,4.txt,-1,-1,-1,ms,ms
HM,Job253v1,5.txt,-1,-1,-1,ms,ms
HM,Job253v1,6.txt,33614,34062,67676, ms,ms.
HM,Job253v1,7.txt,-1,-1,-1,ms,ms
HM,Job253v1,8.txt,-1,-1,-1,ms,ms
HM,Job253v1,9.txt,60354,60606,120960, ms,ms.
HM,Job253v1,10.txt,-1,-1,-1,ms,ms
HM,Job253v1,11.txt,-1,-1,-1,ms,ms
HM,Job253v1,12.txt,-1,-1,-1,ms,ms
HM,Job253v1,13.txt,-1,-1,-1,ms,ms
HM,Job253v1,14.txt,-1,-1,-1,ms,ms
HM,Job253v1,15.txt,-1,-1,-1,ms,ms
HM,Job253v1,16.txt,-1,-1,-1,ms,ms
HM,Job253v1,17.txt,-1,-1,-1,ms,ms
HM,Job253v1,18.txt,-1,-1,-1,ms,ms
HM,Job253v1,19.txt,-1,-1,-1,ms,ms
HM,Job1041v1,0.txt,-1,-1,-1,ms,ms
HM,Job1041v1,1.txt,-1,-1,-1,ms,ms
HM,Job1041v1,2.txt,-1,-1,-1,ms,ms
HM,Job1041v1,3.txt,-1,-1,-1,ms,ms
HM,Job1041v1,4.txt,-1,-1,-1,ms,ms
HM,Job1041v1,5.txt,25403,25659,51062, ms,ms.
HM,Job1041v1,6.txt,-1,-1,-1,ms,ms
HM,Job1041v1,7.txt,-1,-1,-1,ms,ms
HM,Job1041v1,8.txt,-1,-1,-1,ms,ms
HM,Job1041v1,9.txt,4681,4706,9387, ms,ms.
HM,Job1041v1,10.txt,-1,-1,-1,ms,ms
HM,Job1041v1,11.txt,-1,-1,-1,ms,ms
HM,Job1041v1,12.txt,-1,-1,-1,ms,ms
HM,Job1041v1,13.txt,-1,-1,-1,ms,ms
HM,Job1041v1,14.txt,-1,-1,-1,ms,ms
HM,Job1041v1,15.txt,-1,-1,-1,ms,ms
HM,Job1041v1,16.txt,-1,-1,-1,ms,ms
HM,Job1041v1,17.txt,-1,-1,-1,ms,ms
HM,Job1041v1,18.txt,-1,-1,-1,ms,ms
HM,Job1041v1,19.txt,-1,-1,-1,ms,ms
HM,Job253v4,0.txt,-1,-1,-1,ms,ms
HM,Job253v4,1.txt,-1,-1,-1,ms,ms
HM,Job253v4,2.txt,-1,-1,-1,ms,ms
HM,Job253v4,3.txt,-1,-1,-1,ms,ms
HM,Job253v4,4.txt,-1,-1,-1,ms,ms
HM,Job253v4,5.txt,-1,-1,-1,ms,ms
HM,Job253v4,6.txt,-1,-1,-1,ms,ms
HM,Job253v4,7.txt,-1,-1,-1,ms,ms
HM,Job253v4,8.txt,-1,-1,-1,ms,ms
HM,Job253v4,9.txt,-1,-1,-1,ms,ms
HM,Job253v4,10.txt,-1,-1,-1,ms,ms
HM,Job253v4,11.txt,-1,-1,-1,ms,ms
HM,Job253v4,12.txt,-1,-1,-1,ms,ms
HM,Job253v4,13.txt,-1,-1,-1,ms,ms
HM,Job253v4,14.txt,-1,-1,-1,ms,ms
HM,Job253v4,15.txt,-1,-1,-1,ms,ms
HM,Job253v4,16.txt,-1,-1,-1,ms,ms
HM,Job253v4,17.txt,-1,-1,-1,ms,ms
HM,Job253v4,18.txt,-1,-1,-1,ms,ms
HM,Job253v4,19.txt,-1,-1,-1,ms,ms
HM,Job1000v4,0.txt,-1,-1,-1,ms,ms
HM,Job1000v4,1.txt,-1,-1,-1,ms,ms
HM,Job1000v4,2.txt,-1,-1,-1,ms,ms
HM,Job1000v4,3.txt,-1,-1,-1,ms,ms
HM,Job1000v4,4.txt,-1,-1,-1,ms,ms
HM,Job1000v4,5.txt,-1,-1,-1,ms,ms
HM,Job1000v4,6.txt,-1,-1,-1,ms,ms
HM,Job1000v4,7.txt,-1,-1,-1,ms,ms
HM,Job1000v4,8.txt,-1,-1,-1,ms,ms
HM,Job1000v4,9.txt,-1,-1,-1,ms,ms
HM,Job1000v4,10.txt,-1,-1,-1,ms,ms
HM,Job1000v4,11.txt,-1,-1,-1,ms,ms
HM,Job1000v4,12.txt,-1,-1,-1,ms,ms
HM,Job1000v4,13.txt,-1,-1,-1,ms,ms
HM,Job1000v4,14.txt,-1,-1,-1,ms,ms
HM,Job1000v4,15.txt,-1,-1,-1,ms,ms
HM,Job1000v4,16.txt,-1,-1,-1,ms,ms
HM,Job1000v4,17.txt,-1,-1,-1,ms,ms
HM,Job1000v4,18.txt,-1,-1,-1,ms,ms
HM,Job1000v4,19.txt,-1,-1,-1,ms,ms
HM,Job1041v0,0.txt,-1,-1,-1,ms,ms
HM,Job1041v0,1.txt,-1,-1,-1,ms,ms
HM,Job1041v0,2.txt,-1,-1,-1,ms,ms
